Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
4,3,1,2,0,0,1,1,2,0,0,0,1,0,1,35300
77,1,4,3,0,1,0,1,1,1,1,1,1,1,0,52375
21,3,0,1,0,1,0,1,2,0,0,0,1,1,0,38725
133,1,1,5,1,0,0,1,2,0,1,0,0,1,1,50075
223,2,0,3,1,0,0,1,3,0,0,0,1,1,1,57275
90,3,4,2,0,1,0,1,2,1,1,1,1,1,1,57950
249,1,3,3,1,0,0,1,1,1,1,0,1,1,0,53175
233,2,1,5,0,1,0,0,3,0,0,0,0,1,0,32325
246,3,1,5,1,0,0,1,3,1,1,0,1,0,0,64100
146,1,4,5,0,0,1,0,2,1,1,1,1,1,0,40100
104,2,1,2,0,0,1,1,3,0,1,1,0,0,0,48350
112,2,1,3,0,0,1,0,1,0,1,0,0,1,0,16050
121,1,3,3,1,0,0,1,1,1,1,1,1,1,1,61725
187,2,2,2,1,0,0,1,2,0,1,0,0,0,0,49925
191,3,3,1,0,0,1,1,3,0,1,0,0,1,0,40525
156,1,3,5,0,0,1,1,2,0,0,1,1,0,1,53100
110,2,4,3,1,0,0,1,1,1,0,1,0,1,0,58000
235,1,3,4,0,1,0,1,2,1,1,0,0,0,0,44125
5,1,1,1,0,1,0,0,3,0,1,0,0,0,1,21375
66,1,3,2,1,0,0,0,2,1,1,0,1,0,1,35850
191,1,2,1,0,1,0,0,1,0,1,1,0,1,1,31525
144,3,3,2,0,0,1,1,2,0,0,1,1,0,0,52050
231,1,0,4,0,1,0,1,1,0,1,0,1,1,1,42475
229,1,4,1,0,0,1,1,3,0,1,1,0,1,0,50975
112,1,1,3,0,1,0,1,1,0,0,1,1,0,0,49500
56,3,3,5,0,0,1,1,3,1,1,1,1,0,0,58600
79,1,4,2,1,0,0,0,2,0,1,0,1,1,1,36675
82,2,0,3,0,1,0,1,2,0,0,0,0,1,0,36800
240,1,3,1,0,1,0,0,2,1,0,0,0,0,0,24250
167,1,0,4,0,1,0,1,1,0,1,1,1,1,0,52625
206,3,1,1,0,0,1,0,2,1,0,1,1,0,0,36100
17,3,3,4,0,0,1,0,3,0,1,1,0,1,1,36675
105,2,0,4,1,0,0,0,3,0,0,1,1,0,0,52325
238,1,1,4,0,1,0,1,1,0,1,0,1,0,1,43400
163,2,0,2,0,0,1,1,3,1,0,1,0,1,1,48075
96,2,0,5,1,0,0,0,1,0,1,1,0,1,1,43150
180,1,4,1,1,0,0,1,2,1,1,1,0,1,1,60500
108,3,1,2,0,0,1,1,2,1,1,0,0,1,0,34950
82,3,3,2,1,0,0,1,1,1,0,0,1,1,1,49500
185,2,1,1,0,0,1,0,1,0,0,1,0,1,0,25875
116,2,0,2,1,0,0,0,2,1,1,1,1,0,1,48100
145,2,0,1,0,1,0,0,1,0,1,0,0,0,0,18625
14,2,1,2,0,0,1,1,1,1,1,0,0,1,0,27600
201,1,3,3,1,0,0,1,3,0,1,1,1,0,0,70475
242,2,4,3,0,1,0,0,1,0,0,1,0,0,1,37050
183,3,3,1,0,1,0,0,1,1,0,1,1,0,0,38525
197,3,3,2,0,0,1,1,3,0,0,0,0,1,1,40675
241,3,0,4,0,0,1,0,3,0,1,1,0,0,1,40025
204,2,3,2,1,0,0,1,1,1,1,1,0,1,0,59600
125,1,0,2,1,0,0,1,1,0,1,0,1,0,0,46325
146,3,2,2,1,0,0,1,3,1,0,1,0,1,1,64650
156,2,0,1,0,0,1,1,2,0,0,0,1,0,1,35600
22,3,2,2,0,1,0,1,3,0,0,1,1,0,1,56750
170,2,1,1,1,0,0,0,1,0,1,0,0,1,0,29000
8,3,2,3,0,0,1,0,3,0,0,1,0,1,0,33200
206,1,1,3,1,0,0,0,3,0,0,1,1,1,1,52850
225,3,2,3,0,0,1,0,3,1,1,1,0,1,0,40125
95,1,2,4,0,1,0,1,2,1,0,1,0,0,0,50375
220,3,4,5,1,0,0,0,3,1,0,1,0,0,1,56750
177,1,4,1,0,1,0,1,3,0,1,1,0,1,0,54675
241,2,2,1,0,1,0,1,2,0,0,0,0,0,1,39775
143,2,4,1,0,0,1,1,2,0,0,1,1,1,0,50025
98,3,3,2,0,0,1,0,3,0,0,1,0,1,0,34950
20,3,1,3,0,1,0,0,3,0,1,0,0,1,1,27250
233,2,3,1,0,1,0,1,1,0,1,1,1,1,1,54275
27,3,0,1,0,0,1,1,3,1,1,1,0,1,0,46175
67,3,1,1,1,0,0,0,3,0,0,1,1,1,1,49875
209,1,3,5,1,0,0,0,1,1,0,0,0,1,0,33975
103,1,1,5,0,0,1,1,1,0,1,0,0,0,0,31825
193,1,0,4,0,0,1,1,3,0,1,1,0,1,0,50825
60,1,3,1,0,1,0,0,3,0,0,1,1,1,1,39200
207,1,4,2,0,1,0,1,3,0,1,1,0,0,1,56675
198,3,3,5,0,0,1,1,1,0,0,0,0,1,0,37450
238,2,4,2,0,0,1,0,2,1,1,0,0,1,1,23950
138,1,2,3,0,1,0,1,3,0,0,1,0,0,0,53450
131,2,1,2,0,1,0,0,2,0,0,1,0,1,0,34275
237,3,4,4,0,1,0,1,3,0,0,1,1,1,0,66125
227,2,0,3,0,0,1,1,3,1,1,0,0,0,1,40425
84,3,4,4,0,0,1,0,3,1,1,1,0,1,0,39350
247,3,0,2,0,0,1,0,1,1,1,0,1,1,1,23625
92,3,3,5,0,1,0,0,3,1,1,1,0,0,1,45050
118,3,2,4,1,0,0,0,2,0,0,1,1,0,1,52150
99,3,0,2,1,0,0,0,2,0,1,0,1,1,0,37175
241,3,1,2,0,1,0,0,1,1,0,0,1,1,0,27975
119,3,0,2,0,0,1,0,1,1,0,1,0,1,1,26475
68,1,1,1,0,1,0,0,2,0,0,0,1,0,0,22650
11,3,4,4,1,0,0,0,1,1,1,1,0,1,1,44525
85,3,0,4,1,0,0,1,2,1,1,0,1,0,1,54575
214,1,4,1,0,1,0,0,2,0,0,1,1,0,1,40300
139,2,2,5,0,0,1,1,1,1,1,0,1,1,0,39675
144,2,0,3,0,1,0,0,1,1,1,1,0,0,1,33100
135,1,4,3,0,1,0,0,2,0,1,1,0,0,1,37625
242,3,0,4,0,0,1,0,2,0,1,1,1,1,0,41000
244,2,1,3,0,0,1,0,3,1,0,0,1,0,1,29800
94,1,2,4,1,0,0,1,2,1,0,1,0,1,1,59350
141,1,0,4,0,1,0,1,3,0,0,1,1,1,0,57725
69,2,0,5,0,0,1,0,2,0,1,0,1,1,0,24675
68,3,0,5,1,0,0,0,1,1,1,1,1,1,1,48650
101,2,1,2,1,0,0,1,2,0,0,1,1,1,0,61975
84,3,1,3,0,1,0,0,3,1,1,1,0,0,1,40850
14,1,1,4,0,1,0,0,3,1,0,1,0,0,1,36100
167,2,2,4,0,0,1,0,3,1,1,0,1,0,0,31125
167,3,4,3,0,1,0,0,3,1,0,0,0,1,1,32175
31,1,0,4,1,0,0,0,1,1,0,1,0,1,0,37775
169,2,3,4,0,1,0,1,3,0,1,0,1,1,0,51675
234,3,3,4,0,0,1,0,1,1,0,0,1,0,1,26800
185,1,4,4,0,0,1,1,2,1,0,0,0,0,0,37375
135,1,1,3,1,0,0,0,2,1,1,0,1,1,1,37325
196,2,4,5,0,0,1,0,1,1,1,1,0,0,1,34900
189,1,2,3,0,1,0,0,3,0,1,0,1,0,0,33675
22,1,2,3,0,0,1,1,3,0,0,1,0,0,1,45550
40,2,1,1,1,0,0,0,3,0,0,0,1,0,1,35950
110,1,2,5,0,0,1,0,1,1,1,1,0,0,1,29750
51,2,1,3,1,0,0,1,3,0,1,0,1,1,1,54975
55,2,3,3,1,0,0,1,1,1,1,1,1,0,0,61575
192,1,2,4,0,0,1,1,2,1,0,1,1,1,1,52250
15,1,4,5,0,0,1,0,2,1,1,1,1,0,1,36825
106,2,2,5,1,0,0,1,2,1,0,1,1,1,0,66850
57,3,2,3,1,0,0,1,2,0,1,0,0,0,0,49425
96,3,2,4,0,1,0,0,1,1,0,0,0,1,0,23150
201,1,1,1,0,1,0,1,1,1,0,0,0,0,0,33275
107,1,0,1,0,0,1,0,3,1,0,1,1,0,1,33375
105,2,4,3,1,0,0,1,3,1,1,0,1,0,1,58825
28,2,3,1,0,1,0,0,3,1,1,1,0,1,1,36950
61,2,0,5,0,1,0,0,2,0,1,1,1,0,1,41225
29,3,4,3,0,0,1,1,2,0,0,1,1,0,0,51175
235,2,3,3,1,0,0,1,1,0,0,0,1,1,1,52825
33,3,1,3,0,0,1,1,2,0,1,0,0,0,0,34075
215,1,1,5,0,1,0,0,2,1,1,1,1,1,1,44575
223,3,4,3,0,0,1,0,1,0,0,1,1,0,1,37525
61,3,0,3,0,1,0,0,3,1,0,0,1,0,0,30975
161,2,4,5,0,0,1,0,3,1,1,1,0,1,0,41025
65,1,0,4,0,0,1,0,3,0,0,0,0,1,0,19625
144,2,3,1,0,0,1,0,2,1,0,1,0,0,0,30100
26,2,4,2,0,1,0,1,2,1,0,0,1,1,1,41850
132,1,4,4,0,1,0,1,2,1,0,0,0,0,0,41050
226,3,1,2,0,1,0,1,2,1,0,1,1,0,1,57850
74,1,2,3,1,0,0,0,1,1,1,0,0,1,1,28600
213,1,2,1,1,0,0,0,3,1,0,1,0,0,1,47075
36,3,0,5,0,0,1,1,3,1,1,1,1,1,1,55850
129,1,0,5,0,0,1,0,2,0,0,1,0,1,0,30725
229,3,3,4,1,0,0,0,3,1,1,1,0,1,1,56225
60,2,3,3,1,0,0,1,3,0,0,0,0,1,0,51000
191,3,0,2,0,0,1,1,1,0,1,1,1,1,0,48725
160,3,1,2,0,0,1,0,1,1,1,1,1,1,1,33950
20,2,0,4,0,1,0,0,1,0,0,1,0,1,0,29750
161,3,3,3,0,1,0,1,1,0,1,0,0,1,0,40275
8,3,3,4,0,0,1,1,2,1,0,1,1,1,1,51400
235,2,1,5,1,0,0,0,1,0,0,1,1,0,0,50575
166,1,3,2,1,0,0,1,1,0,0,0,1,0,0,48350
234,2,1,3,1,0,0,0,2,0,0,1,1,1,1,51550
121,3,4,5,0,1,0,0,2,1,1,0,0,1,0,31275
240,2,0,4,0,1,0,1,2,0,1,1,0,1,1,55000
222,1,4,3,0,1,0,0,2,0,0,1,0,1,1,38550
56,1,1,2,0,0,1,1,3,1,1,0,1,1,1,38600
79,3,4,5,0,0,1,1,3,1,1,1,0,1,1,55475
158,3,1,5,0,0,1,1,3,0,0,0,1,1,1,46400
212,1,2,2,0,0,1,1,2,1,0,1,0,1,0,45800
140,1,2,5,0,0,1,1,3,0,0,1,1,1,1,55450
110,3,4,1,0,1,0,0,2,1,1,0,0,1,1,26000
192,1,4,4,0,1,0,1,3,0,1,1,1,1,0,63250
155,2,4,3,0,1,0,0,1,0,0,0,0,1,0,23125
31,2,3,4,0,0,1,1,3,1,1,0,0,1,1,39025
167,1,2,1,1,0,0,1,3,1,1,0,1,0,1,54875
101,2,0,4,1,0,0,1,3,1,0,0,1,0,0,55725
185,3,1,3,0,0,1,1,2,0,1,0,0,1,0,37875
83,1,2,4,0,0,1,0,2,1,0,0,0,1,0,18325
199,1,0,1,0,1,0,0,3,0,1,0,1,0,1,29925
53,2,4,2,1,0,0,0,1,1,1,1,1,1,0,46025
94,1,2,1,0,0,1,0,1,1,1,1,1,1,1,28800
126,1,2,1,0,1,0,0,3,1,1,0,0,1,1,25400
36,2,1,5,0,1,0,1,1,0,0,1,0,0,0,47150
231,1,1,4,1,0,0,1,1,0,1,0,1,0,0,52225
56,2,2,5,1,0,0,1,1,1,0,0,0,0,0,45900
199,3,3,4,0,0,1,0,1,1,0,1,0,1,0,33225
148,2,3,2,0,1,0,0,2,1,1,0,0,0,0,25950
223,1,4,3,1,0,0,1,3,0,1,1,0,1,0,67325
46,3,1,4,0,0,1,0,3,0,0,0,0,0,0,22900
38,3,1,1,0,1,0,1,3,0,0,1,1,1,0,55150
126,3,4,2,0,1,0,1,3,1,1,1,0,1,0,57900
45,3,3,2,1,0,0,1,3,0,0,0,0,0,0,50875
33,2,3,3,0,1,0,0,2,1,0,1,1,1,0,39275
53,1,1,4,1,0,0,1,2,1,1,0,1,0,1,51525
128,2,3,1,0,1,0,1,3,0,1,1,0,0,1,54200
98,2,3,2,1,0,0,1,1,0,0,0,1,0,0,48150
238,3,0,3,1,0,0,1,2,1,1,0,0,1,0,52700
207,1,4,1,0,1,0,0,1,0,0,1,0,0,0,32175
150,2,0,3,0,0,1,1,3,0,0,1,1,0,0,53200
59,1,3,2,1,0,0,0,1,1,0,0,1,0,1,30925
111,2,2,1,0,0,1,1,1,1,0,0,1,0,0,32725
74,2,4,5,0,0,1,1,3,1,0,0,1,1,1,45300
204,3,2,3,1,0,0,1,2,0,1,1,0,1,0,64850
106,1,4,3,0,0,1,1,1,0,0,0,1,0,0,34850
222,2,2,3,0,1,0,0,3,1,1,1,1,0,1,48000
31,3,2,3,0,0,1,0,2,1,1,1,1,1,0,36225
3,2,0,5,1,0,0,0,3,1,1,1,1,0,1,52525
202,1,3,3,0,0,1,1,3,0,0,1,0,0,1,50800
209,3,3,4,1,0,0,1,2,1,1,1,1,1,1,71675
151,1,4,4,0,1,0,0,3,1,1,1,0,0,0,43025
190,1,1,2,0,0,1,1,2,0,1,0,1,0,0,38200
42,1,1,5,1,0,0,0,2,0,0,0,0,0,1,31550
59,3,2,4,0,0,1,0,1,1,1,1,0,0,1,30225
49,3,4,2,0,0,1,1,1,0,1,1,1,1,1,48175
6,1,0,4,0,1,0,0,3,1,1,0,0,1,0,24650
104,2,0,1,0,1,0,0,2,1,1,1,1,0,1,37550
135,3,1,4,0,0,1,1,1,0,0,1,0,0,1,44875
162,2,4,2,0,0,1,0,3,1,0,1,1,1,1,40500
213,2,1,1,1,0,0,1,3,0,1,0,1,0,1,56525
16,3,2,5,0,1,0,1,3,1,1,0,1,1,0,50100
37,3,4,5,0,0,1,1,1,1,0,1,0,0,1,46175
158,2,0,1,0,0,1,1,1,0,1,1,1,0,1,45150
127,2,3,2,1,0,0,0,2,1,0,1,1,0,1,49375
67,3,2,3,0,0,1,0,3,0,0,1,1,1,0,39125
192,3,3,4,1,0,0,0,3,1,0,1,0,0,1,54050
222,3,4,4,0,0,1,1,1,1,0,1,0,0,1,49550
95,3,2,3,0,1,0,1,3,1,0,1,0,1,0,55625
118,3,0,4,0,1,0,1,2,1,0,1,0,1,1,52450
68,2,2,2,0,1,0,0,3,1,1,0,0,0,1,26700
35,1,2,3,1,0,0,0,1,0,1,0,1,1,1,31825
42,1,4,5,1,0,0,1,2,1,0,0,1,0,1,53500
198,1,1,4,0,0,1,1,2,1,0,0,1,1,0,39900
16,2,4,3,0,0,1,1,1,0,0,0,0,0,0,29650
225,2,0,5,0,1,0,0,1,0,0,1,0,1,1,36125
69,2,4,3,0,1,0,1,3,1,0,0,0,1,1,43225
41,3,3,1,0,0,1,1,2,1,0,1,0,1,1,44025
51,3,3,3,1,0,0,0,1,1,1,0,1,1,0,36225
219,2,2,2,1,0,0,1,1,0,0,1,1,0,0,62175
40,3,3,3,0,1,0,0,3,1,0,1,0,0,0,40000
155,1,1,1,0,0,1,1,3,0,0,1,1,1,1,50075
240,2,0,3,0,1,0,1,3,0,0,1,0,1,0,56000
245,2,1,2,0,0,1,1,3,0,1,0,0,1,0,40125
124,2,2,4,0,0,1,1,1,0,1,0,0,0,1,33350
148,2,1,4,0,1,0,1,1,1,1,0,0,0,0,38450
227,2,2,3,0,1,0,0,1,0,1,1,1,1,1,40875
79,3,0,3,1,0,0,1,1,0,1,0,1,1,0,49425
195,3,3,3,1,0,0,0,1,1,1,0,0,1,0,35375
159,1,2,2,0,0,1,0,3,1,1,0,1,1,1,26925
155,1,0,3,1,0,0,1,2,1,1,0,1,0,1,52075
2,2,3,3,0,0,1,1,3,1,1,0,0,1,0,37050
124,3,3,4,0,1,0,1,2,0,1,1,1,0,1,60300
81,1,2,5,0,1,0,1,1,1,0,1,1,1,1,52225
202,2,4,2,0,1,0,1,2,0,0,1,0,1,1,53300
25,1,2,5,0,0,1,1,2,0,0,0,1,1,0,37325
44,2,1,3,1,0,0,1,3,1,0,0,0,0,1,49350
200,1,1,5,1,0,0,0,1,1,1,1,1,1,0,49700
112,1,2,3,0,0,1,0,3,1,1,1,0,0,0,34300
104,3,1,1,1,0,0,0,1,1,0,0,0,0,1,27850
53,3,3,5,1,0,0,0,1,0,1,1,0,0,1,45825
186,2,0,4,0,0,1,1,3,1,1,1,1,1,1,56850
76,1,2,1,1,0,0,1,1,0,1,1,1,1,1,57100
51,2,0,2,0,0,1,0,2,1,0,0,0,1,1,15025
102,3,1,4,1,0,0,0,2,0,0,0,1,0,0,39250
225,3,4,2,0,0,1,0,3,1,0,1,1,1,1,43575
207,2,1,3,0,0,1,0,2,1,1,1,1,1,0,38375
96,2,4,2,1,0,0,0,2,0,0,0,1,1,1,37350
83,1,2,2,0,1,0,0,2,0,1,1,1,1,1,38025
193,2,2,1,0,1,0,1,1,0,1,1,1,1,1,52525
119,1,1,5,0,0,1,0,3,1,0,0,0,1,1,23225
226,1,2,3,0,1,0,1,1,1,0,1,1,1,1,53350
1,1,3,1,0,1,0,0,2,1,1,1,1,0,1,35725
178,2,0,4,1,0,0,1,2,0,0,0,0,0,0,49450
91,3,0,2,1,0,0,0,2,0,1,1,1,0,0,48725
3,3,4,3,0,0,1,0,1,0,0,0,0,0,1,15825
139,3,4,5,0,1,0,1,3,0,1,0,0,0,1,49975
153,3,2,3,0,1,0,0,2,1,1,0,0,0,0,28075
186,3,0,5,1,0,0,1,3,1,1,1,1,1,0,73600
201,2,0,1,1,0,0,1,3,0,1,1,1,1,1,67225
237,3,0,2,1,0,0,1,2,0,0,1,0,0,1,61675
153,1,1,4,0,1,0,1,2,1,0,1,1,1,0,55525
15,1,1,4,0,1,0,0,3,0,1,1,1,0,1,41575
168,1,0,5,0,1,0,0,3,0,0,1,0,0,0,40200
194,3,0,5,0,0,1,0,2,0,0,1,1,0,0,39800
71,3,1,4,0,0,1,0,3,1,1,1,0,1,1,36775
142,2,0,4,0,1,0,1,3,0,1,0,1,1,1,48750
201,3,4,3,1,0,0,0,1,1,0,0,0,0,0,35025
106,1,4,4,1,0,0,1,2,0,1,0,1,1,0,54850
221,3,1,2,1,0,0,1,1,0,0,0,1,0,0,51225
164,3,2,4,0,1,0,1,1,1,1,1,1,0,1,57300
1,2,4,3,1,0,0,0,2,0,0,0,1,0,1,36225
230,3,0,2,0,0,1,0,1,1,0,1,0,1,0,29250
142,3,0,1,0,0,1,1,1,1,0,1,1,1,0,45250
203,3,0,5,1,0,0,0,1,1,0,0,1,1,1,39025
168,3,1,2,0,1,0,0,2,1,0,0,0,0,0,25200
136,2,2,1,1,0,0,1,1,0,1,0,0,0,0,43900
157,1,0,5,0,1,0,0,2,0,0,1,0,0,0,36425
147,2,3,1,0,0,1,0,1,0,0,1,1,0,1,30875
95,2,1,4,0,1,0,0,1,0,0,0,1,0,1,25075
70,1,1,5,0,1,0,1,3,0,0,1,0,1,0,53500
224,3,3,3,0,0,1,0,3,1,0,0,1,0,1,32300
73,3,0,5,0,0,1,1,3,1,0,0,0,0,0,39325
87,3,3,3,0,1,0,1,1,0,0,0,0,0,1,37175
168,3,4,4,0,0,1,0,2,1,1,0,0,0,0,26200
142,3,4,3,0,0,1,1,2,1,1,1,1,0,1,55500
105,1,2,4,0,0,1,0,2,0,1,1,0,0,0,31625
177,1,1,4,0,0,1,1,1,1,1,0,1,0,1,37125
227,2,3,1,0,1,0,1,2,1,0,0,1,1,1,44875
168,1,1,5,1,0,0,0,1,0,0,1,0,0,1,42950
248,2,3,3,1,0,0,1,1,1,1,0,1,1,0,54650
18,2,1,3,0,0,1,1,3,0,1,1,1,1,0,51900
195,2,1,5,0,0,1,1,3,1,0,0,0,0,1,41625
132,2,0,1,0,0,1,1,3,0,0,1,0,1,0,45800
58,1,4,3,0,0,1,1,3,0,1,0,1,0,0,41900
68,3,0,4,0,0,1,1,3,1,0,1,0,1,1,49700
15,3,2,4,1,0,0,0,2,1,0,1,0,0,0,45375
99,2,3,4,0,0,1,1,1,0,0,0,1,1,0,36675
52,2,3,1,0,0,1,0,1,0,0,1,0,0,0,24050
43,1,0,1,0,1,0,1,3,1,1,0,1,1,1,41275
49,1,2,2,0,0,1,0,2,1,0,0,0,0,0,14975
115,2,1,5,0,1,0,0,2,1,1,1,1,0,1,43575
211,1,3,3,0,0,1,1,3,1,0,0,1,1,1,43975
42,1,1,1,0,1,0,1,3,1,0,0,0,0,1,36300
91,2,2,4,0,0,1,1,2,0,1,1,1,1,1,52225
112,3,1,4,0,0,1,0,2,1,0,0,0,1,1,21300
102,2,4,5,1,0,0,1,1,1,1,0,1,0,0,54250
226,2,3,1,0,1,0,1,1,0,1,1,0,0,1,49650
92,3,0,4,0,0,1,0,2,0,1,0,1,0,1,25500
207,1,4,3,0,0,1,0,2,1,0,0,1,1,1,26125
14,2,0,2,0,0,1,1,1,0,0,1,0,0,1,37100
65,3,4,2,0,1,0,0,2,1,1,0,0,0,0,26125
185,2,4,2,0,0,1,0,1,1,1,1,0,0,0,30875
124,2,1,2,0,1,0,0,2,1,0,1,0,0,0,34350
16,2,3,5,0,0,1,0,2,0,0,0,1,1,1,24350
226,1,4,2,0,1,0,0,1,1,0,1,1,1,1,38600
50,2,3,5,1,0,0,1,1,0,0,0,1,1,1,50700
90,1,4,5,0,0,1,0,1,1,1,0,1,1,0,23450
67,2,0,4,1,0,0,0,1,0,0,1,1,1,1,44375
51,2,2,3,0,1,0,1,2,0,0,1,0,1,1,49275
77,2,3,5,0,1,0,0,3,0,0,0,1,1,0,34375
54,3,2,4,0,1,0,0,3,1,1,1,0,1,0,42100
73,2,3,1,0,1,0,0,2,0,1,0,1,0,0,27025
82,3,3,3,0,0,1,1,3,1,1,1,1,0,0,56750
173,2,4,2,1,0,0,1,2,0,0,0,1,1,0,54275
162,2,0,1,0,0,1,1,3,1,0,0,0,0,0,35050
194,1,1,3,1,0,0,0,1,1,1,0,1,0,1,35300
203,1,2,4,0,0,1,1,3,1,1,0,0,1,0,41075
147,2,0,5,0,1,0,1,1,1,0,1,1,1,1,53875
217,1,3,3,1,0,0,1,2,0,0,1,0,1,1,61675
149,1,4,3,0,0,1,1,1,1,1,1,0,0,1,44725
187,1,1,3,1,0,0,0,2,1,1,0,0,1,1,34175
240,1,2,2,0,1,0,0,3,1,0,0,0,1,0,28250
34,3,3,1,1,0,0,0,2,1,0,1,0,1,0,42850
174,2,3,1,0,1,0,0,1,1,1,1,0,1,0,33600
189,2,2,1,0,1,0,0,2,1,0,0,1,1,1,28175
36,3,2,2,0,0,1,0,1,0,1,1,0,0,0,26900
153,2,2,1,0,0,1,1,1,0,1,1,1,1,0,46525
30,1,3,5,1,0,0,1,2,1,1,1,1,0,1,65450
140,2,0,3,0,1,0,0,3,1,1,0,0,0,0,28250
157,3,0,4,0,1,0,1,2,0,0,1,0,1,0,53175
172,3,1,4,0,0,1,1,2,1,1,1,0,0,1,50800
79,2,0,2,0,1,0,1,2,1,1,1,0,0,0,48725
9,3,4,1,0,0,1,0,1,0,0,0,1,1,0,17925
199,2,3,4,0,0,1,0,3,1,0,1,0,0,0,38725
57,1,3,3,0,1,0,0,3,0,1,1,0,0,0,38425
214,2,4,2,1,0,0,1,2,1,1,1,1,0,1,68550
205,2,1,2,0,1,0,0,1,1,0,0,1,0,0,25575
95,2,2,5,1,0,0,0,2,1,0,1,1,1,0,51575
97,3,2,4,1,0,0,1,1,0,0,1,0,0,1,58675
206,2,1,1,0,1,0,0,1,1,0,1,1,0,0,36100
73,2,2,2,0,0,1,0,3,1,1,1,1,1,0,38025
249,2,4,2,1,0,0,1,1,0,1,0,0,1,1,49475
51,3,0,3,0,1,0,1,1,1,1,1,0,0,0,47275
197,1,2,3,1,0,0,0,2,1,0,1,1,0,1,50125
8,2,3,3,0,1,0,1,3,0,0,1,1,0,0,56900
213,2,1,5,0,1,0,0,2,0,1,1,1,1,1,45775
223,3,3,5,0,0,1,1,3,1,1,0,1,0,0,51025
135,1,4,3,1,0,0,0,1,0,0,0,1,1,0,34575
204,1,0,3,1,0,0,1,2,1,0,1,1,0,1,63800
8,3,3,1,0,1,0,1,1,1,0,1,1,0,1,49150
88,3,2,5,0,0,1,0,3,0,0,1,0,1,1,37700
2,3,3,3,0,1,0,1,1,1,1,0,1,1,0,41000
179,2,2,5,0,1,0,0,2,0,1,1,0,0,0,41225
11,2,4,4,0,1,0,0,1,0,1,1,1,0,0,38225
164,1,1,3,1,0,0,1,1,1,1,1,1,1,0,61300
185,3,0,5,0,0,1,1,1,0,0,1,1,1,0,51075
134,1,0,5,0,0,1,0,2,1,1,1,0,0,0,32350
56,2,3,3,1,0,0,1,1,0,0,0,1,1,0,48350
13,3,1,4,1,0,0,0,3,1,1,0,1,1,0,42025
178,2,0,4,0,0,1,1,1,0,1,1,0,1,0,44950
173,1,4,4,1,0,0,0,2,1,1,0,0,0,1,37325
41,1,4,2,0,1,0,1,3,1,1,1,0,0,0,52775
149,3,2,4,0,1,0,1,1,1,0,0,0,0,1,39475
197,2,1,3,1,0,0,0,1,1,0,1,0,1,0,42925
49,3,0,4,0,0,1,1,1,0,0,0,1,0,1,34675
28,2,2,5,1,0,0,0,2,0,1,0,0,0,0,34700
72,3,1,1,0,0,1,1,1,0,0,0,0,0,0,27800
120,1,0,2,0,0,1,1,1,0,0,1,0,1,1,38250
16,1,3,3,0,1,0,1,2,1,0,1,0,0,0,47900
248,3,2,2,0,0,1,1,2,0,0,0,0,0,0,37700
160,2,4,1,0,0,1,0,1,1,1,1,0,1,1,29000
72,2,4,1,0,1,0,0,3,1,1,0,1,1,0,31500
179,3,3,1,0,0,1,1,1,1,1,1,0,1,0,45225
172,2,2,2,1,0,0,0,1,0,0,0,1,1,0,34250
128,1,0,3,0,0,1,0,3,1,0,0,1,0,0,24650
68,1,2,3,0,1,0,1,1,0,1,1,0,0,1,45950
126,2,3,2,0,1,0,1,1,0,1,1,1,0,0,52850
52,2,1,3,0,0,1,0,3,1,1,0,1,0,1,26250
40,3,1,1,1,0,0,0,3,1,1,0,1,0,1,38950
56,2,0,2,0,0,1,0,2,1,1,0,0,0,0,16400
133,1,3,1,1,0,0,0,2,1,0,1,1,0,1,46775
1,1,4,3,0,0,1,1,3,1,1,1,0,0,0,48025
170,1,2,4,1,0,0,1,3,0,1,1,0,0,0,65750
27,1,2,4,0,0,1,0,1,1,0,1,1,0,1,29625
49,1,2,4,1,0,0,0,2,0,0,0,0,1,0,31225
196,2,2,4,0,1,0,0,1,0,0,0,0,1,0,23900
216,2,4,1,0,1,0,1,3,0,1,1,1,0,0,61600
65,1,4,4,0,1,0,0,3,1,1,0,1,0,0,33575
236,3,0,4,1,0,0,0,1,1,0,1,1,0,1,50350
117,3,0,4,0,1,0,1,1,1,0,1,1,1,1,53375
230,2,0,2,1,0,0,1,1,1,1,0,0,0,1,46250
35,1,3,3,0,1,0,0,1,0,0,0,0,0,1,17875
25,1,4,3,1,0,0,1,1,0,1,1,0,0,0,55375
44,2,1,4,0,1,0,1,3,0,1,1,0,0,1,54350
226,1,3,5,0,0,1,0,1,1,0,1,0,0,0,32150
146,2,4,3,0,0,1,0,3,0,0,1,1,0,1,41100
68,1,3,1,1,0,0,0,2,1,1,0,1,0,0,34650
167,1,3,1,1,0,0,0,2,1,1,1,0,1,1,44425
189,1,0,2,1,0,0,1,2,0,1,0,1,0,1,51425
33,3,2,2,1,0,0,0,1,0,1,0,0,1,1,29075
117,3,0,2,1,0,0,1,3,0,1,0,0,1,0,51675
93,2,3,5,1,0,0,1,2,1,0,0,0,1,0,51075
170,3,3,1,1,0,0,1,3,0,0,0,1,0,0,57200
